production_companies,revenue,cantidad_peliculas
Essential Media & Entertainment,22508916.0,5
Essential Pictures,126949.5,2
Esta Vivo! Laboratorio de Nuevos Talentos,5500000.0,8
Estudios Picasso,40510482.047619045,26
Etalon film,96055945.61111112,19
Etb (Euskal Telebista),335487.8333333333,33
Eter Pictures,41568.53333333333,15
Euforia Film,283523.14285714284,9
Eurasia Film Production,5305502.0,5
Eurasia Investments,72179579.0,1
Eureka Pictures,524613.5,11
Eurimages,14542465.001747908,778
Euro Film Funding,15674240.0,5
Euro International Film (EIA),50327.5,43
Euro-Images,490060.9285714286,16
Eurofilm Stúdió,1010047.1428571428,34
Euroimages Fund of the Council of Europe,1540768.705882353,39
Europa Corp,92742095.25,18
Europa Film,1670120.6666666667,18
EuropaCorp,578617483.7833333,260
EuropaCorp.,417731.3333333333,23
European Film Company,526705.4,5
Eurotrustees,10424824.5,6
Eurowide Film Production,5314216.0,12
Euskal Irrati Telebisa (EITB),259915.7142857143,24
Evamere Entertainment,12537615.5,6
Evansgideon/Lazar,5050512.0,6
Eve Productions,2000000.0,7
Evenstar Films,292100.6666666667,4
Everest Entertainment,18556434.82142857,17
Evergreen Films,18078074.0,12
Evergreen MD,18078074.0,7
Evergreen Media Group,215557072.82142857,14
Everyman Pictures,247680348.91666666,24
Everything Is Everything,24373.666666666668,3
Evil Media Empire,68807.5,6
Evil Twins,31672681.5,7
Evolution Entertainment,152675933.18333334,18
Evolution Independent,147320.42857142858,7
Evzen Kolar Productions,20983.0,3
Ex-Bo Productions,52007.0,3
Ex3 Productions,34362090.666666664,6
Excel Entertainment,11432333.333333332,17
Exception Wild Bunch,11692650.5,4
Exclusive Films,2543531.125,8
Exclusive Media Group,112103980.71428572,98
Exodus Film Group,15000000.0,3
Exodus Productions,15000000.0,2
Exponential Films,2098053.6666666665,3
Exposure,664233.5,2
Extension 765,83946772.83333333,13
Extreme Productions,3653158.3333333335,3
Exxodus Pictures,149337.0,1
Eye Steel Film,144.0,8
Eyescreen S.r.l.,4960588.324675325,39
Eyetronics,23556558.200000003,10
Eyeworks,4883438.928571428,25
F & F VI Productions A.I.E,87631094.44444445,9
FAI Films,8177723.5,4
FAM Productions,385066.0,2
FGM Entertainment,45826308.0,7
FIT Productions,113296.33333333333,3
FJ Productions,14104.0,8
FM Entertainment International N.V.,684351.0,4
FM Productions,160976.0,2
FOZ,6911357.0,39
FR3 Films Production,242802.875,29
FUNimation Entertainment,17476953.25,20
Fabrica,3.5,43
Fabula,8714349.861111112,32
Face Productions,29129227.833333336,12
Factor RH Producciones,30169.0,17
Fade to Black Productions,7313244.5,7
Failure to Launch Productions,42802295.666666664,3
Fair Film,657115.0,24
Fairview Entertainment,276384997.7777778,16
Fairway International Pictures,3274.0,5
Fake Empire,14213647.166666666,7
Falco,90425.0,1
Falcon International Productions,35000000.0,3
Falcon Productions,3177631.6666666665,3
Faliro House Productions,9221137.329411764,82
Fallingcloud,9200000.0,4
Family of the Year Productions,190936.33333333334,3
Famous Artists Productions,20872359.0,3
Famous Films (II),7719364.0,11
Famous Players Limited,2121613.0,10
Famous Players Ltd,530109.75,11
Fandango,12815893.0,110
Fanfare Films,12000000.0,5
Fantagio,10500000.0,3
Fantail Films Inc.,14908341.4,5
Fantastic Films,20650.133333333335,66
Fantasy Films,51562801.666666664,5
Fantefilm,7728019.833333333,22
Farah Films & Management,5735555.25,4
Farewell Productions,192413398.75,4
Farhadi Film Production,600516.75,4
Faros Film,1315000.0,9
Farraday Films,7011111.111111111,9
Farraj Factory,677.5,4
Farrell/Minoff,50573225.5,4
Fast Track Productions,20083790.333333332,3
Fastnet Films,2615666.6666666665,30
Fat Free,50833447.666666664,3
Father Features,13.142857142857142,7
Fauna Productions,29333.333333333332,3
Fawzi Vision,5057469.333333333,3
Fear and Loathing LLC,2136055.0,5
Fear of God Films,7760011.5,5
Fearmakers Studios,5006011.0,2
Fearon Entertainment,1184600.0,5
Feature Film Project,71688.28571428571,17
Feelgood Entertainment,8766333.166666666,24
Feigco Entertainment,127480748.625,14
Feijão Filmes,15756920.25,12
Felix Cinematorgrafica,11719060.0,2
Felix the Cat Creations,982126.5,2
Fellah Pictures,36694920.4,9
Fellers Film,1115421.6666666667,3
Fellowship Adventure Group,59557258.5,2
Ferndale Films,4965384.0,6
Feuer and Martin Production,3550724.75,4
Fewlas Entertainment,9318.0,1
Fickle Fish Films,1079520.5,2
Fiction Films,5040388.333333333,21
Fida Attieh Productions,185334.0,2
Fida Film,6750000.0,6
Fida cinematografica,39481.0,30
Fidecine,5827847.75,11
Fidélité Films,31898858.333333332,82
Fidélité Productions,3760453.8333333335,70
Field Guide Media,178174.0,1
Fierce Entertainment,8801406.833333334,26
Fifth Avenue Entertainment,6505315.666666667,6
Fifty First Films,1.5555555555555556,9
Figaro Films,210361.0,3
Figment Films,158061495.66666666,27
Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),444569.0,19
Film 111,374352.5,16
Film 360,1531668.3333333333,9
Film 4,35365631.91666667,24
Film 44,101858463.9469697,24
Film Afrika,10907211.666666666,4
Film Afrika Worldwide,5654586.069444444,72
Film Agency for Wales,172931.8,8
Film Art Media,3668000.0,5
Film Base Berlin,16321736.666666666,3
Film Capital Europe Funds (FCEF ),7000000.0,6
Film Cellar,11532.0,1
Film Colony,58383278.0,5
Film Commission Regione Valle d'Aosta,6467900.0,2
Film Commission Torino-Piemonte,4001810.9,53
Film Consortium,721241.8571428572,7
Film Council,9169384.38888889,46
Film Department,31672681.5,10
Film Development Council of the Philippines,153.0,2
Film Development Fund,4806307.333333333,7
Film Direction,46918898.0,3
Film Export A.G.,163558908.0,6
Film Finance Group,692587.6666666666,3
Film Four International,216093.23333333334,45
Film Fund FUZZ,1386647.3333333333,20
Film Fund Luxembourg,1164846.5999999999,60
Film Futures,6663690.5,8
Film House Germany,1890896.4285714286,25
Film Investment Piedmont (FIP),2375000.0,11
Film It Suda,39368085.666666664,7
Film Oblige,986720.0,5
Film Plan Financing Number 1,403486.1666666667,6
Film Production Consultants,12233134.333333334,3
Film Properties International N.V.,4000000.0,3
Film Rites,94480091.35238095,26
Film Rock,131970.5,2
Film Science,3097348.166666667,28
Film Ventures International (FVI),239669.2,17
Film Victoria,11663264.444444444,103
Film Väst,9028576.566666666,53
Film Workshop,23095633.416666668,45
Film and General Productions,5250390.75,4
Film and Music Entertainment (F&ME),378443.0,41
Film i Väst,83250725.08517447,460
Film- und Medienstiftung NRW,16666.666666666668,72
Film4,288773060.56915534,427
FilmBuff,12227.75,13
FilmCamp,283523.14285714284,16
FilmColony,158816623.86666667,33
FilmDallas Pictures,3609170.0,3
FilmDistrict,120393717.46666667,41
FilmEngine,44369379.35,47
FilmFernsehFonds Bayern,7504536.0625,37
FilmHaven Entertainment,884611.5,6
FilmNation Entertainment,238261652.65873015,158
FilmTeknik,1571381.5,7
FilmWave,11041.666666666666,10
FilmWorks,32998378.266666666,13
Filmanova,3503201.909090909,14
Filmation Associates,3.5,3
Filmauro,14894654.0,23
Filmax,84032481.5,40
Filmax Entertainment,3856029.5,20
Filmax Group,658490.0,14
Filmax International,658490.0,11
Filmayer,12260927.0,4
Filmazure,1619122.3333333333,3
Filmboard Berlin-Brandenburg (FBB),7504536.0625,27
Filmcoopi Zürich,1430563.625,81
Filmek A/S,1539687.6538461538,26
Filmel,39481.0,23
Filmex,10582.444444444445,11
Filmfinance XII,194355.66666666666,9
Filmfonds Wien,2408319.875,60
Filmfour,8546476.75,63
Filmförderanstalt (FFA),12557698.888888888,9
Filmförderung Hamburg,21122945.25,35
Filmförderungsanstalt (FFA),24134284.353735887,215
Filmgate Films,25631133.95,63
Filmhaus,2585639.0,1
Filmhuset Gruppen,5.5,2
Filmi Doomireew,23845.0,9
Filmirage,239669.2,22
Filmissimo,309818.05555555556,18
Filmkameratene A/S,1386559.3333333333,18
Filmlance International AB,18766.333333333332,27
Filmline International,15276.4,16
Filmmaker R&K,16922050.166666664,5
Filmpartners,94119.33333333333,20
Filmplan,3556469.0,7
Filmplan International II,530109.75,4
Filmpool Nord,7000000.0,31
Filmpool Stockholm Mälardalen,18808974.825,28
Films Distribution,4674.2307692307695,35
Films Zodíaco,495861.0,1
Films de L'Alma,445758.0,3
Films en Stock,217819.75,4
Filmsmith Productions,1334142.4,5
Filmstiftung Nordrhein-Westfalen,38540323.43680223,182
Filmtech,3556469.0,8
Filmtre,91850.0,4
Filmtribe,5764278.75,4
Filmula,403556.25,9
Filmverlag der Autoren,20.0,44
Filmwave Pictures,2270753.6666666665,6
Filmways Pictures,21036166.666666668,60
Filmways Productions,12455835.0,2
Filmworks/FX,14206.25,4
Filmyard Underwaterdeco,2100223.888888889,9
Final Cut for Real,177685.75,13
Final Frame,68730.0,2
Finanzia San Marco,1773836.0,3
Finding Cinema,5900000.0,1
Finding Forrester Productions,20012441.0,4
Fine & Mellow Productions,179943.0,5
Fine Line Features,38892151.58717949,170
Fine Productions,138299.5,4
Finecut,1811665.0,12
Finestkind,29371868.25,4
Finnegan/Pinchuk Productions,5843657.666666667,3
Finnish Film Foundation,3428571.4285714286,40
Fiore Group,388534.2,10
Fipex Holding,36813540.0,12
Firebrand Productions,17064.666666666668,8
Fireworks Pictures,28782919.666666664,19
Firm Films,168538735.10000002,47
First Artists,32008067.5,42
First Floor Features,163169.0,15
First Foot Films,6615493.85,9
First Generation Films,4328987.00909091,44
First Independent Films,8028192.666666667,6
First Knight Productions,63800217.5,2
First Light Production,57135066.33333333,18
First Look International,1654710.5,23
First Look Media,17669294.6,9
First Look Pictures,962344.0,10
First National Pictures,1250000.0,108
First Point Entertainment,878715.5,12
First Thought Films,1339650.0,1
First Wedding Productions,275.6,5
Firsttake Entertainment,55750.75,4
Fish Films,232484.4,5
Fish Productions,3127086.6666666665,3
Fitzwilliam Productions,10311270.714285715,7
Five Drops,16310358.5,8
Five Roses,15247367.0,3
Five Star Institute,8982852.5,4
Flach Film,684155.3333333334,41
Flagship International,2605596.75,4
Flan de Coco Films,5618708.0,3
Flash Forward Entertainment,84666.66666666667,3
Flashlight Films,34067147.571428575,7
Flashpoint (I),2150542.6666666665,9
Flashpoint Entertainment,22831246.0,5
Flat Black Films,529480.0,6
Flavor Unit Entertainment,8333573.0,13
Flexibon Films,11058755.75,4
Flicks Motion Pictures,5751075.5,2
Floren Shieh Productions,6537.666666666667,12
Florentine Films,136873.5,16
Florin Productions,14928351.0,5
Flower Films,47426535.666666664,12
Flower Films (II),241401259.85714287,35
Flyboys Films,4450000.0,4
Flying Monkeys Entertainment,4597.5,2
Flynn Picture Company,203223759.31944445,27
Focus Features,789458850.3269842,215
Focus Features International (FFI),772214.2857142857,14
Focus Films,40630401.560317464,57
Foe Killer Films,7000.0,1
Fogbound Productions,1274829.0,4
Folimage,103324.33333333333,5
Follow Through Productions,19320362.5,6
Fondation GAN pour le Cinéma,224273.375,67
Fondazione Montecinemaverita,5092.2,12
Fonds Eurimages du Conseil de l'Europe,1239073.9761904762,119
Fonds Film in Vlaanderen,652.9090909090909,14
Fonds Images de la Diversité,4674.2307692307695,28
Fonds National de Soutien à la Production Audiovisuelle du Luxembourg,652.9090909090909,81
Fonds Sud Cinéma,23845.0,86
Fono Roma,247255.33333333334,37
Fons Rademakers Produktie,203781.0,1
Fontana Productions,762283.75,8
Foqus Arte Digital,32758901.8,5
Force 10 Productions,124880.0,1
Forecast Pictures,6201032.25,22
Forensic Films,31484.0,20
Foresight Unlimited,16773372.396969697,36
Forest Park Pictures,213736.4,5
Forest Whitaker's Significant Productions,14688508.666666668,5
Forgan-Smith Entertainment,1010047.1428571428,7
Forge,43614279.5,22
Formosa Productions,43880.0,3
Forrest Films,6882248.0,5
Fort Films,239669.2,5
Forthcoming Productions,1900827.8,8
Fortis Films,94512432.8,25
Fortissimo Films,2107587.166666667,47
Fortress Features,41421029.0,13
Fortress Films,2246380.3333333335,3
FortyFour Studios,173770620.0,3
Forum Films,297149.4285714286,10
Forward Films,14023333.333333334,17
Forward Pass,263165357.65714288,50
Foster-Brower Productions,19610665.666666668,3
Fountainbridge Films,126214639.0,9
Four By Two Productions,130786372.0,2
Four Luck Banana,1241565.0,2
Four by Two Films,2798103.222222222,9
Four of a Kind Productions,41273.333333333336,9
FourBoys Entertainment,2085941.4,5
Fourth Kind Productions,6047613.571428572,7
Fox 2000 Pictures,2230098627.0488095,240
Fox Animation Studios,40212414.266666666,10
Fox Atomic,43373743.81666666,31
Fox Entertainment Group,7.0,1
Fox Family Films,27960869.6,7
Fox Film Corporation,7630060.5,60
Fox Filmes do Brasil,1603305.8461538462,25
Fox Films Ltd.,4745666.666666667,3
Fox International Productions,12073398.030303031,28
Fox International Productions (FIP),4076399.0,21
Fox Searchlight Pictures,1037387975.3531746,299
Fox Star Studios,35739497.0,21
Foxstar,14115120.0,3
Foxtor Productions,14236150.833333334,6
Fragile Films,3496167.011111111,40
Frakas Productions,215789.47368421053,20
France 2 (FR2),2207276.4305555555,101
France 2 Cinéma,114609612.0942488,1090
France 2 Cinéma (koprodukcja),9831.333333333334,3
France 3 (FR 3),1555555.5555555555,80
France 3 Cinema,23501638.98015873,258
France 3 Cinéma,72510820.96906127,537
France 4,150967.0,16
France Film,43471.0,1
France Television,490060.9285714286,23
France Télévision,11468108.083333334,316
France Télévisions,5713248.700796426,321
France Télévisions Distribution,500086.4285714286,7
France2 Cinéma,875568.3333333333,46
Franchise Pictures,95443237.41666667,139
Francis Productions,1.5,2
Franco London Films,59.5,31
Francoriz Production,59.5,11
Frank Lloyd Productions,520000.0,7
Frank Yablans Presentations,37719458.66666667,12
Franklin Street,445855.25,4
Franklin/Waterman Productions,100045122.33333333,3
Frankovich Productions,15000000.0,19
Frantic Films,13683729.833333334,6
Franton Production,5000000.0,1
Fred Berner Films,4.0,5
Fred Films,905261.5,4
Freddie Fields Productions,13414182.5,2
Free Range Films,6523539.333333334,16
Free State Pictures,54671993.333333336,21
Freedom Media,416925.6,9
Freeman Film,118618.33333333333,6
Freerunning,98947.16666666667,6
Freestone Pictures,1641685.5,2
Freestyle Releasing,864083.3333333334,17
Fremantle Productions,22232093.875,8
French Tax Credit,25339215.363636363,11
Frenesy Film Company,283215.0,14
Fria Luz Del Dia,2409083.285714286,7
Friday Filmworks,18000000.0,5
Friday Four,10993626.666666666,3
Friday Night Lights LLC,15313980.25,4
Fridthjof Film,408.0,11
Fried Films,75802858.8,8
Friedman-Lewis Productions,4000000.0,3
Friendly Films (II),20386738.976190478,13
Friendly Films Productions,11945059.142857144,7
Fries Entertainment,1274829.0,8
Fries Film Group,963647.5,8
Friland Produksjon,3924926.75,4
Fritz Lang Productions,982795.3333333334,3
Friuli Venezia Giulia Film Commission,3209312.1666666665,21
Front Row Filmed Entertainment,220552.0,6
Front Street Productions,9265274.066666666,8
Frontier Pictures,10668416.0,6
Frostbacks,5315178.0,7
Fruit Salad Films,2000000.0,2
Fu Works,1646778.305882353,60
Fugitive Features,1422749.0,11
Fugitive Studios,2866493.4,5
Fuji Eight Company Ltd.,963647.5,6
Fuji Television Network,1023188860.6126984,117
Fukuoka Broadcasting System (FBS),54515.88888888889,25
Fulcrum Media Finance,58261.83333333333,23
Full Crew/Say Yea,500718.5,2
Full On Film Productions,3072.0,6
Full On Studios,1250000.0,2
FullDawa Films,3062.6666666666665,3
Fuller Films,208462.5,4
Fundacja Kultury,141509.16666666666,6
Fundamental Films,28907222.5,2
Funky Buddha Productions,5001051.4,5
Funny Balloons,104344.55555555556,9
Funny or Die,1111000.0,14
Fuqua Films,5907259.8,6
Furia de Titanes II,50166666.666666664,6
Furry Vengeance Productions,7868035.4,5
Furst Films,10474426.3,22
Furthur Films,30956770.82142857,26
Future Films,17218103.833333332,77
Futurikon,6000000.0,6
Futurikon Production II,6000000.0,5
Fuzzy Bunny Films (I),2541666.6666666665,6
Fuzzy Door Productions,226527289.26666665,17
Fuzzy Logic Pictures,2750.3333333333335,5
Fábrica de Cine,4093157.0476190476,16
Fígaro Films,226741.33333333334,4
Fünfte Babelsberg Film,16563879.375,8
G.C. Pix,5670.333333333333,3
G.P.F.I.,445758.0,10
G.W. Films,16748238.666666668,8
G2 Films,13197.0,2
G4 Productions,12383.666666666666,3
GAGA,31866735.812820513,54
GAME FREAK,14876787.454545455,11
GAME FREAKS,19135610.0,7
GEM Global Entertainment Magyar,1321245.5,8
GENCO,9602296.5,2
GG Filmz,229809.45454545456,11
GG Studio,960040.0,1
GGR,3575076.0,3
GH One,32676913.285714287,7
GH Three,89147053.0,7
GHS Productions KG,10055682.25,4
GK Films,471679890.0410173,61
